,product_data_storage,csat_score,articles_viewed,smartphone_notifications_viewed,marketing_emails_clicked,social_media_ads_viewed,minutes_customer_support,months_active,churned,product_travel_expense_Free-Trial,product_travel_expense_No,product_payroll_Free-Trial,product_payroll_No,product_accounting_Free-Trial,product_accounting_No,us_region_East South Central,us_region_Middle Atlantic,us_region_Mountain,us_region_New England,us_region_Pacific,us_region_South Atlantic,us_region_West North Central,us_region_West South Central,company_size_10-50,company_size_100-250,company_size_50-100,company_size_self-employed
653,1024,9,4,0,18,0,0.0,4.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
654,1024,9,6,0,17,1,0.0,4.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
655,500,10,4,1,19,2,0.0,5.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
656,500,10,4,0,17,1,39.7,2.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
657,2048,9,6,0,18,0,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
658,1024,9,5,0,17,0,0.0,9.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
659,500,8,6,0,13,0,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
660,500,10,2,1,13,0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
661,500,10,3,0,15,0,0.0,12.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
662,500,10,7,0,15,0,4.5,8.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
663,500,10,4,0,19,0,0.0,8.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
664,1024,8,4,0,16,0,0.0,3.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
665,1024,6,8,1,10,0,0.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
666,5120,8,3,1,15,1,0.0,4.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
667,500,8,1,0,21,2,0.0,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
668,500,10,6,0,17,0,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
669,500,9,5,1,15,0,0.0,3.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
670,1024,10,5,0,20,0,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
671,1024,10,7,1,18,1,0.0,8.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
672,500,9,4,1,18,0,0.0,4.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
673,2048,9,6,0,19,0,0.0,4.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
674,100,9,4,2,21,1,0.0,4.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
675,2048,10,5,1,16,0,0.0,3.0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
676,500,10,6,0,12,1,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
677,100,10,2,1,15,0,0.0,3.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
678,1024,7,3,0,19,0,0.0,1.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
679,5120,10,5,0,15,0,0.0,4.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
680,500,10,1,0,24,0,0.0,5.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
681,1024,9,3,1,13,0,0.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
682,2048,10,2,1,16,0,0.0,7.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
683,1024,9,3,0,18,2,0.0,2.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
684,500,8,4,0,15,0,0.0,4.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
685,2048,8,1,0,17,1,2.9,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
686,500,8,2,1,16,0,0.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
687,500,9,4,0,12,1,0.0,9.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
688,1024,7,0,1,14,1,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
689,2048,9,4,0,13,1,0.0,7.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
690,1024,8,5,3,13,0,2.4,2.0,1.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
691,1024,5,7,0,12,0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
692,2048,7,3,0,21,0,0.0,4.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
693,1024,7,6,0,15,0,0.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
694,200,9,3,1,12,0,0.0,2.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
695,500,10,7,1,13,1,0.0,5.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
696,1024,9,5,1,14,0,0.0,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
697,2048,10,5,0,19,0,0.0,1.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
698,2048,9,5,0,19,0,0.0,2.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
699,500,9,3,1,19,0,0.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
700,5120,9,5,1,16,1,0.0,2.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
701,500,7,4,0,15,1,0.0,2.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
702,2048,10,3,0,12,0,35.1,3.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
703,500,8,4,1,16,1,0.0,3.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
704,500,9,4,1,17,1,0.0,4.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
705,1024,8,4,1,17,0,17.9,2.0,1.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
706,1024,9,8,0,21,0,0.0,8.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
707,2048,10,2,0,15,0,2.0,5.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
708,5120,10,4,0,14,1,0.0,4.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
709,1024,9,5,2,20,1,0.0,4.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
710,500,8,4,1,15,1,30.6,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
711,500,8,6,1,18,1,0.0,4.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
712,2048,10,3,1,21,0,0.0,3.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
713,500,9,4,0,17,1,0.0,4.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
714,1024,9,4,0,12,0,0.0,4.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
715,1024,8,2,0,17,0,0.0,4.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
716,1024,9,6,0,12,0,0.0,9.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
717,500,10,4,0,22,1,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
718,1024,7,6,0,16,1,0.0,5.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
719,2048,10,5,0,19,0,6.4,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
720,2048,9,2,2,11,0,0.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
721,5120,9,4,0,12,1,0.0,4.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
722,2048,8,3,0,16,0,0.0,7.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
723,1024,8,5,0,16,0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
724,1024,9,6,1,21,1,0.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
725,1024,10,4,0,22,1,0.0,4.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
726,500,9,8,0,18,1,7.7,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
727,500,8,2,1,18,1,0.0,3.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
728,1024,9,9,1,19,1,0.0,2.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
729,2048,8,0,0,11,1,0.0,3.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
730,1024,9,5,1,21,0,0.0,3.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
731,5120,9,3,0,22,0,0.0,5.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
732,500,9,6,0,20,0,0.0,5.0,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
733,1024,10,8,0,21,0,4.0,11.0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
734,1024,9,5,0,19,1,0.0,5.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
735,1024,9,3,1,21,0,0.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
736,500,10,4,0,14,0,0.0,8.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
737,2048,9,4,0,13,0,16.0,3.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
738,1024,10,1,0,18,0,0.0,2.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
739,1024,9,3,1,13,0,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
740,1024,10,1,0,15,0,34.1,3.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
741,500,9,2,2,23,0,0.0,3.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
742,500,8,2,0,16,2,42.4,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
743,1024,9,2,0,20,1,0.0,4.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
744,1024,9,4,1,19,1,0.0,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
745,500,9,1,0,16,2,1.6,4.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
746,2048,9,3,0,19,0,0.0,4.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
747,200,10,4,0,16,0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
748,500,10,3,0,15,1,0.0,5.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
749,2048,9,4,0,15,0,0.0,1.0,1.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
750,5120,9,4,0,16,0,0.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
751,5120,10,4,0,20,0,0.0,3.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
752,200,9,4,0,17,1,0.0,3.0,1.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
753,1024,7,5,0,14,0,0.0,4.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
754,500,10,3,0,17,1,0.0,4.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
755,500,8,3,1,15,0,0.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
756,2048,10,0,0,10,0,0.0,3.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
757,1024,9,2,0,17,0,0.0,4.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
758,1024,9,2,0,14,0,21.7,2.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
759,1024,10,2,0,14,1,0.0,2.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
760,5120,9,1,1,15,0,0.0,5.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
761,1024,10,3,0,17,1,0.0,5.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
762,5120,8,4,0,19,0,0.0,3.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
763,1024,8,3,1,16,0,3.4,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
764,2048,10,3,0,17,0,11.7,8.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
765,2048,10,1,0,16,0,0.0,12.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
766,1024,10,5,1,12,0,0.0,2.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
767,5120,9,4,0,12,0,13.1,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
768,5120,10,6,0,21,2,2.4,7.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
769,1024,8,9,0,11,0,0.0,6.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
770,500,10,5,0,23,0,4.4,7.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
771,500,10,3,0,15,1,0.0,12.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
772,1024,7,2,0,19,1,0.0,3.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
773,2048,10,1,0,20,0,6.3,8.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
774,1024,7,8,1,12,0,0.0,2.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
775,200,8,6,0,18,0,0.0,2.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
776,200,10,2,2,18,0,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
777,500,7,1,0,13,0,0.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
778,500,9,2,0,7,0,0.0,6.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
779,2048,10,2,0,18,0,0.0,8.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
780,1024,9,6,0,15,1,19.2,3.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
781,500,10,4,0,16,0,0.0,3.0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
782,2048,10,7,0,15,1,0.0,7.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
783,500,10,3,0,22,0,0.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
784,2048,10,3,0,24,2,0.0,4.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
785,1024,9,2,0,19,0,0.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
786,2048,8,4,1,13,0,0.0,3.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
787,2048,9,2,0,16,0,3.3,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
788,1024,10,3,0,17,0,0.0,8.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
789,2048,9,6,1,18,1,0.0,5.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
790,200,10,4,2,17,1,0.0,4.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
791,2048,9,5,0,13,1,37.7,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
792,2048,9,10,0,15,0,0.0,9.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
793,1024,10,0,0,18,0,0.0,7.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
794,200,9,2,0,13,1,0.0,4.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
795,2048,10,3,0,20,1,0.0,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
796,500,10,7,1,11,0,0.0,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
797,2048,9,6,0,13,2,0.0,3.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
798,1024,7,7,0,13,0,0.0,3.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
799,200,10,1,1,18,1,12.5,1.0,1.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
800,2048,10,5,1,19,1,0.0,3.0,0.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
801,500,8,4,1,17,0,0.0,4.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
802,500,10,2,1,15,1,0.0,2.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
803,2048,10,0,0,17,0,0.0,3.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
804,200,10,5,1,22,1,6.9,3.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
805,2048,7,3,1,20,0,0.0,2.0,1.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
806,500,8,5,0,13,0,0.0,3.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
807,1024,8,9,2,18,0,0.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
808,200,8,4,0,16,0,0.0,4.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
809,1024,10,5,1,12,0,7.2,3.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
810,2048,10,3,0,16,0,0.0,10.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
811,1024,9,7,0,13,0,0.0,5.0,1.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
812,500,8,0,0,16,1,0.0,7.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
813,500,9,0,0,14,0,0.0,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
814,1024,9,0,0,16,1,0.0,3.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
815,500,10,4,0,21,0,0.0,2.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
816,2048,9,4,0,17,0,0.0,9.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
817,2048,9,7,1,17,0,0.0,1.0,1.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
818,500,9,3,0,16,0,14.8,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
819,1024,10,2,0,14,1,0.0,8.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
820,500,9,4,0,17,1,6.9,3.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
821,5120,8,4,1,16,0,0.0,3.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
822,500,9,6,0,20,1,0.0,5.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
823,1024,10,3,0,15,0,0.0,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
824,2048,9,2,0,18,0,26.0,2.0,1.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
825,2048,7,4,0,14,0,11.6,1.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
826,500,10,1,0,15,0,0.0,4.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
827,1024,9,5,0,21,1,0.0,8.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
828,200,9,1,3,17,1,0.0,1.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
829,500,9,7,0,14,1,0.0,7.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
830,500,9,4,1,21,0,5.6,1.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
831,500,8,6,0,14,0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,1024,9,2,0,18,0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
833,1024,9,4,0,16,0,6.4,3.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
834,1024,10,3,0,15,0,0.0,3.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
835,500,9,4,0,20,0,0.0,6.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
836,1024,10,4,0,26,0,0.0,4.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
837,5120,9,3,0,17,1,0.0,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
838,2048,7,2,1,15,0,0.0,3.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
839,2048,8,2,0,13,0,0.0,3.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
840,1024,9,4,0,18,0,0.0,2.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
841,1024,10,3,0,13,0,0.0,4.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
842,1024,10,5,0,16,0,0.0,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
843,500,9,4,1,19,2,0.0,2.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
844,200,10,2,0,11,1,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
845,500,9,3,1,15,0,0.0,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
846,2048,9,4,0,16,0,0.0,3.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
847,200,10,2,0,7,0,0.0,4.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
848,500,10,5,0,13,0,0.0,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
849,1024,10,5,0,13,0,0.0,3.0,1.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
850,1024,9,4,0,15,0,3.9,3.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
851,1024,9,2,0,16,1,7.8,3.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
852,200,10,7,0,16,1,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
853,2048,10,2,1,15,0,0.0,2.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
854,1024,9,2,0,16,0,11.2,4.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
855,500,9,3,0,13,0,0.0,1.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
856,5120,9,3,0,15,1,0.0,8.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
857,5120,9,4,0,15,1,6.2,5.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
858,1024,9,5,0,21,0,2.8,4.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
859,2048,8,5,0,16,0,25.1,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
860,500,9,4,0,13,0,0.0,2.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
861,500,8,2,0,15,0,1.1,2.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
862,1024,8,7,1,18,1,0.0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
863,1024,10,4,1,18,0,0.0,9.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
864,2048,10,5,0,15,0,0.8,5.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
865,1024,9,3,1,18,1,0.0,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
866,1024,8,5,0,16,0,0.0,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
867,500,10,11,0,18,0,0.0,8.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
868,2048,9,2,0,20,0,0.0,7.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
869,200,9,1,1,18,0,13.1,2.0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
870,500,10,3,0,16,1,0.0,6.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
871,2048,10,3,0,8,0,0.0,4.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
